uid,id,type,codeCPV,acheteur_id,acheteur_nom,titulaire_id,titulaire_nom,montant,dateNotification,procedure,dureeMois,offresRecues,acheteur_departement_code,titulaire_departement_code,acheteur_region_code,titulaire_region_code
226000016004032023235311-033,2023235311-033,Travaux,45212300,22600001600403,DEPARTEMENT DE L'OISE,52524008100014,PIVETTA BATIMENT,276899.19,2024-12-16,Procédure adaptée,25.0,1,60,60,32.0,32.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,47903141100032,EC2A,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,06,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,41351996800031,SNAPSE (S.N.A.P.S.E),10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,83,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,37904115500043,MARIE PARENTE,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,83,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,35169483100022,LES CHARPENTIERS DU HAUT VAR,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,83,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,52330675100018,EFFIDOMUS,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,83,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,33394020300032,SOC DONAT DE BATIMENT,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,83,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,38991349200044,ALTERGIS INGENIERIE,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,83,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,39262452400048,NICOLAS GUILLEN,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,83,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,38991349200036,ALTERGIS INGENIERIE,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,13,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,30227787600041,INGENIERIE 84,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,84,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,39019996600032,BBG ARCHITECTES ASSOCIES,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,83,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,30250648000060,LASA LABORATOIRE D APPLICATIONS DES SCIENCES ACOUSTIQUES,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,13,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,41847465600018,E.TECH BOIS,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,04,93.0,93.0
22830001800113202220190390,202220190390,Travaux,45212222,22830001800113,DEPARTEMENT DU VAR,37767379300040,SOGITEC,10132060.16,2024-12-16,Dialogue compétitif,48.0,6,83,13,93.0,93.0
243100518001702022M04,2022M04,Travaux,45210000,24310051800170,TOULOUSE METROPOLE,31506761100097,SAS CLAUDE LAUMOND (LAUMOND MENUISERIE),1357252.03,2024-12-16,Appel d'offres ouvert,18.0,3,31,46,76.0,76.0
244500419000192024MULTIACTI4,2024MULTIACTI4,Travaux,45210000,24450041900019,COMMUNAUTE DE COMMUNES DES QUATRE VALLEES,30500706400044,MALET COUVERTURE,69052.39,2024-12-16,Procédure adaptée,9.0,2,45,45,24.0,24.0
244900882000482024A811T0503,2024A811T0503,Travaux,45210000,24490088200048,CC BAUGEOIS VALLEE (IMMOBILIER D ENTREPRISE   CCBV),06920100200016,ETABLISSEMENTS LEBLANC,212790.0,2024-12-16,Procédure adaptée,16.0,3,49,49,52.0,52.0
247400567000842024,2024,Travaux,45212222,24740056700084,COMMUNAUTE DE COMMUNES FIER ET USSES,41233753700069,DURET ELECTRICITE (DURET SOLUTIONS),27228.0,2024-12-16,Procédure adaptée,8.0,4,74,74,84.0,84.0
2474005670008420249L,20249L,Travaux,45212222,24740056700084,COMMUNAUTE DE COMMUNES FIER ET USSES,41233753700069,DURET ELECTRICITE (DURET SOLUTIONS),27228.0,2024-12-16,Procédure adaptée,8.0,4,74,74,84.0,84.0
24973003700036202406PASAGT,202406PASAGT,Travaux,45213351,24973003700036,COMMMUNAUTE DE COMMUNES DE L OUEST GUYANAIS,48818721200078,EIFFAGE INFRA GUYANE (DLE OUTRE MER),765906.75,2024-12-16,Procédure adaptée,12.0,2,973,973,3.0,3.0
252203161000282025T00018,2025T00018,Travaux,45210000,25220316100028,SYNDICAT MIXTE DE TRAITEMENT DE TRI DE RECYCLAGE D'ELIMINATION DES DECHETS OUEST D'ARMOR,31484218800018,LE COQ,269828.19,2024-12-16,Procédure adaptée,6.0,3,22,22,53.0,53.0
252203161000282025T00019,2025T00019,Travaux,45210000,25220316100028,SYNDICAT MIXTE DE TRAITEMENT DE TRI DE RECYCLAGE D'ELIMINATION DES DECHETS OUEST D'ARMOR,92261554700010,ASTEEL,126838.0,2024-12-16,Procédure adaptée,6.0,6,22,22,53.0,53.0
252203161000282025T00020,2025T00020,Travaux,45210000,25220316100028,SYNDICAT MIXTE DE TRAITEMENT DE TRI DE RECYCLAGE D'ELIMINATION DES DECHETS OUEST D'ARMOR,37890763800035,BATIMENT SERRURERIE METALLERIE,71660.0,2024-12-16,Procédure adaptée,6.0,6,22,22,53.0,53.0
252203161000282025T00021,2025T00021,Travaux,45210000,25220316100028,SYNDICAT MIXTE DE TRAITEMENT DE TRI DE RECYCLAGE D'ELIMINATION DES DECHETS OUEST D'ARMOR,43665012100029,ETABLISSEMENTS ALAIN THOMAS,9600.0,2024-12-16,Procédure adaptée,6.0,4,22,22,53.0,53.0
262200090000132070,2070,Travaux,45211350,26220009000013,"CENTRE HOSPITALIER DE SAINT-BRIEUC, PAIMPOL ET TREGUIER",53791623100120,CEGELEC PORTES DE BRETAGNE,1150000.0,2024-12-16,Appel d'offres ouvert,48.0,3,22,22,53.0,53.0
262200090000132070,2070,Travaux,45211350,26220009000013,"CENTRE HOSPITALIER DE SAINT-BRIEUC, PAIMPOL ET TREGUIER",44005586101757,SPIE BUILDING SOLUTIONS,1150000.0,2024-12-16,Appel d'offres ouvert,48.0,3,22,56,53.0,53.0
262200090000132470,2470,Travaux,45211350,26220009000013,"CENTRE HOSPITALIER DE SAINT-BRIEUC, PAIMPOL ET TREGUIER",88775799500014,LALOI MALO (ARMOR REVETEMENT),230000.0,2024-12-16,Appel d'offres ouvert,48.0,2,22,22,53.0,53.0
262200090000132470,2470,Travaux,45211350,26220009000013,"CENTRE HOSPITALIER DE SAINT-BRIEUC, PAIMPOL ET TREGUIER",38278702600022,SARPIC,230000.0,2024-12-16,Appel d'offres ouvert,48.0,2,22,22,53.0,53.0
28340049700022202323M042,202323M042,Travaux,45216000,28340049700022,SCE DEPARTEMENTAL INCENDIE ET SECOURS,79537140000016,SOCIETE BITERROISE D'ETANCHEITE (S.B.E.),40787.0,2024-12-16,Procédure adaptée,14.0,7,34,34,76.0,76.0
28840002100037202424025,202424025,Travaux,45216121,28840002100037,SCE DEPARTEMENTAL INCENDIE ET SECOURS,69297171600067,ENTREPRISE CHARLES RODARI ET FILS,397507.84,2024-12-16,Procédure adaptée,12.0,8,84,26,93.0,84.0
77877019800027202201,202201,Travaux,45210000,77877019800027,SOC COOP HABITATION LOYER MODERE,30581490700021,SOC EXPLOI ENTREPRI KLEINCLAUS,99453.9,2024-12-16,Procédure adaptée,18.0,3,67,67,44.0,44.0
21200050900019202424100108,202424100108,Travaux,45212322,21200050900019,COMMUNE DE CALVI (MAIRIE),50518486100035,EIB,273884.62,2024-12-14,Procédure adaptée,1.0,4,2B,2B,94.0,94.0
545850281000352024T00323,2024T00323,Travaux,45212000,54585028100035,VENDEE LOGEMENT ESH,00001,nan,40720.0,2024-12-14,Appel d'offres ouvert,26.0,3,85,,52.0,
200040566000162023A13L,2023A13L,Travaux,45212313,20004056600016,COMMUNAUTE DE L'OUEST RHODANIEN,39882711300406,EIFFAGE ROUTE CENTRE EST (RHONE),282514.48,2024-12-13,Procédure adaptée,18.0,3,69,69,84.0,84.0
200040566000162023A13L,2023A13L,Travaux,45212313,20004056600016,COMMUNAUTE DE L'OUEST RHODANIEN,52967678500023,MOTION AGENCY,282514.48,2024-12-13,Procédure adaptée,18.0,3,69,67,84.0,44.0
200067205000192024K23214,2024K23214,Travaux,45212212,20006720500019,CA DU COTENTIN,41963146000021,FAUTRAT B.T.P.,671827.25,2024-12-13,Procédure adaptée,20.0,2,50,50,28.0,28.0
2000696150001725-1073019-1,25-1073019-1,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,80074505100022,SOLUTIONS TRAITEMENTS MATERIAUX DANGEREUX,19995.0,2024-12-13,Procédure adaptée,18.0,3,39,01,27.0,84.0
200071587000142024OP152-LOT2,2024OP152-LOT2,Travaux,45210000,20007158700014,LOCHES SUD TOURAINE,39469594400014,BOUSSIQUET,132678.49,2024-12-13,Procédure adaptée,10.0,5,37,37,24.0,24.0
200083525000102024108,2024108,Travaux,45212222,20008352500010,COMMUNE DE EVRY-COURCOURONNES (MAIRIE),52411674600016,P.E.L,239299.93,2024-12-13,Procédure adaptée,6.0,3,91,94,11.0,11.0
20008465500014202424_007V,202424_007V,Travaux,45212210,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),37800892400037,HEUDE BATIMENT,220000.0,2024-12-13,Procédure adaptée,6.0,2,53,53,52.0,52.0
2113001400001220242424013,20242424013,Travaux,45212300,21130014000012,COMMUNE DE BERRE L ETANG (MAIRIE),33125808700021,SOCIETE D'ACTIVITE METALLIERE,227708.16,2024-12-13,Procédure adaptée,17.0,1,13,13,93.0,93.0
2113001400001220242424014,20242424014,Travaux,45212300,21130014000012,COMMUNE DE BERRE L ETANG (MAIRIE),79234909400039,L'ART DU METAL,114308.0,2024-12-13,Appel d'offres ouvert,17.0,1,13,13,93.0,93.0
2113001400001220242424015,20242424015,Travaux,45212300,21130014000012,COMMUNE DE BERRE L ETANG (MAIRIE),83905501900021,ENTREPRISE BASSEREAU,250000.0,2024-12-13,Procédure adaptée,17.0,1,13,84,93.0,93.0
2113001400001220242424020,20242424020,Travaux,45212300,21130014000012,COMMUNE DE BERRE L ETANG (MAIRIE),39465041000035,SOC CORSE APPLICATION DES ENERGIES (SCAE),249901.33,2024-12-13,Appel d'offres ouvert,17.0,1,13,13,93.0,93.0
2113001400001220242424023,20242424023,Travaux,45212300,21130014000012,COMMUNE DE BERRE L ETANG (MAIRIE),35268305600043,TAMBE,567217.0,2024-12-13,Procédure adaptée,17.0,1,13,73,93.0,84.0
2113003970001820245yNvUHkXEt00,20245yNvUHkXEt00,Travaux,45212221,21130039700018,COMMUNE DE FOS SUR MER (MAIRIE),45075840400047,SMC2,335459.0,2024-12-13,Procédure adaptée,6.0,2,13,69,93.0,84.0
2113003970001820245yNvUHkXEt00,20245yNvUHkXEt00,Travaux,45212221,21130039700018,COMMUNE DE FOS SUR MER (MAIRIE),66450047700073,ENTREPRISE CHAZELLE,335459.0,2024-12-13,Procédure adaptée,6.0,2,13,30,93.0,76.0
211300918000112024ST02_01,2024ST02_01,Travaux,45212212,21130091800011,COMMUNE DE SAINT CANNAT (MAIRIE),48229827000042,SOC PROVENCALE DE TRAVAUX DU BAT (S.P.T.B.),502993.7,2024-12-13,Procédure adaptée,11.0,1,13,13,93.0,93.0
211300918000112024ST02_01,2024ST02_01,Travaux,45212212,21130091800011,COMMUNE DE SAINT CANNAT (MAIRIE),38117811000031,GARDANNE TRAVAUX INDUSTRIELS,502993.7,2024-12-13,Procédure adaptée,11.0,1,13,13,93.0,93.0
2120004000001120240005,20240005,Travaux,45215400,21200040000011,COMMUNE DE BOCOGNANO (MAIRIE),42138270600016,SO.TRA.ROUT.SOC TRAVAUX ROUTIERS,253069.5,2024-12-13,Procédure adaptée,10.0,2,2A,2A,94.0,94.0
212403075000142024LOT2MAIRIE,2024LOT2MAIRIE,Travaux,45210000,21240307500014,COMMUNE DE NAUSSANNES (MAIRIE),81154431100012,BAZZOLI (ENTREPRISE BAZZOLI),124267.62,2024-12-13,Procédure adaptée,12.0,3,24,47,75.0,75.0
2131005630001320240000000010,20240000000010,Travaux,45212222,21310056300013,COMMUNE DE BEAUZELLE (MAIRIE),53905707500019,I.T.E SUD-OUEST,204045.03,2024-12-13,Procédure adaptée,14.0,4,31,31,76.0,76.0
213105554000172023V,2023V,Travaux,45210000,21310555400017,COMMUNE DE TOULOUSE (MAIRIE),30192100300036,ENTREPRISE TRAVAUX PLATRERIE,197003.7,2024-12-13,Appel d'offres ouvert,17.0,5,31,31,76.0,76.0
213105554000172023V00,2023V00,Travaux,45210000,21310555400017,COMMUNE DE TOULOUSE (MAIRIE),39756047500048,GENIE CLIMATIQUE MISPOUILLE G.C.M,69079.22,2024-12-13,Procédure adaptée,16.0,3,31,82,76.0,76.0
213105554000172023V02,2023V02,Travaux,45212314,21310555400017,COMMUNE DE TOULOUSE (MAIRIE),45020413600029,PROJET-CLIM 31,197003.7,2024-12-13,Procédure adaptée,12.0,3,31,31,76.0,76.0
213105554000172023V03,2023V03,Travaux,45210000,21310555400017,COMMUNE DE TOULOUSE (MAIRIE),38193066800029,MIDI AQUITAINE ETANCHEITE - M.A.E. (M.A.E),1515352.87,2024-12-13,Appel d'offres ouvert,17.0,3,31,31,76.0,76.0
213305501000162024T00142,2024T00142,Travaux,45214210,21330550100016,COMMUNE DE VILLENAVE D'ORNON (MAIRIE),68555065900179,ALGECO,209366.2,2024-12-13,Procédure adaptée,10.0,4,33,33,75.0,75.0
21410199000015202317,202317,Travaux,45210000,21410199000015,COMMUNE DE SAINT AMAND LONGPRE (MAIRIE),37947633600019,MONDOUBLEAU MENUISERIE,67249.0,2024-12-13,Procédure adaptée,14.0,3,41,41,24.0,24.0
214401556000112024COM00900,2024COM00900,Travaux,45212200,21440155600011,COMMUNE DE SAINT-COLOMBAN (MAIRIE),98088834100016,HTRACKS GO,90275.0,2024-12-13,Marché passé sans publicité ni mise en concurrence préalable,3.0,1,44,44,52.0,52.0
2145015530021520212021-05D,20212021-05D,Travaux,45212350,21450155300215,COMMUNE DE GIEN (MAIRIE),83775606300066,MDB,211168.02,2024-12-13,Procédure adaptée,35.0,1,45,18,24.0,24.0
215102302000192023-SCOL-06,2023-SCOL-06,Travaux,45214200,21510230200019,COMMUNE DE FERE CHAMPENOISE (MAIRIE),38276412400014,ENTREPRISE AUDINOT JIM,258085.5,2024-12-13,Procédure adaptée,18.0,3,51,52,44.0,44.0
216003707000172024233,2024233,Travaux,45210000,21600370700017,COMMUNE DE MACHEMONT (MAIRIE),50778213400039,AIREO,192713.3,2024-12-13,Procédure adaptée,10.0,4,60,60,32.0,32.0
21600370700017202423376,202423376,Travaux,45210000,21600370700017,COMMUNE DE MACHEMONT (MAIRIE),50778213400039,AIREO,192713.3,2024-12-13,Procédure adaptée,10.0,4,60,60,32.0,32.0
2169028250001920242438L01,20242438L01,Travaux,45212150,21690282500019,COMMUNE DE MEYZIEU (MAIRIE),39900622000038,KLESLO,127434.25,2024-12-13,Procédure adaptée,16.0,3,69,39,84.0,27.0
216902825000192438L,2438L,Travaux,45212150,21690282500019,COMMUNE DE MEYZIEU (MAIRIE),39900622000038,KLESLO,127434.25,2024-12-13,Procédure adaptée,21.0,3,69,39,84.0,27.0
217102706000172021M21015L07,2021M21015L07,Travaux,45212320,21710270600017,COMMUNE DE MACON (MAIRIE),39408186300018,RIGAUDIER,111000.0,2024-12-13,Procédure adaptée,12.0,2,71,71,27.0,27.0
217201680000142024GRSCOL05,2024GRSCOL05,Travaux,45214210,21720168000014,COMMUNE DE LOUE (MAIRIE),48024138900034,GLASSGO (GLASSGO SOS GLASSGO),211860.52,2024-12-13,Procédure adaptée,11.0,5,72,49,52.0,52.0
2185017810001520242024-002-1,20242024-002-1,Travaux,45210000,21850178100015,COMMUNE DU POIRE-SUR-VIE (MAIRIE),80841999800022,PICHAUD-VINET (ENTREPRISE PICHAUD-VINET),55972.3,2024-12-13,Procédure adaptée,26.0,2,85,85,52.0,52.0
2185017810001520242024-00212,20242024-00212,Travaux,45210000,21850178100015,COMMUNE DU POIRE-SUR-VIE (MAIRIE),34877418300019,TURQUAND,362500.0,2024-12-13,Procédure adaptée,26.0,4,85,85,52.0,52.0
2185017810001520242024-00213,20242024-00213,Travaux,45210000,21850178100015,COMMUNE DU POIRE-SUR-VIE (MAIRIE),51887986100020,S N G E OUEST,141646.87,2024-12-13,Procédure adaptée,26.0,3,85,85,52.0,52.0
219400421000182024_jhLxsxJAd00,2024_jhLxsxJAd00,Travaux,45212110,21940042100018,COMMUNE DE JOINVILLE LE PONT (MAIRIE),78506767900056,E.N.P.,182805.0,2024-12-13,Procédure adaptée,6.0,1,94,78,11.0,11.0
219722212000122024202417TRX1,2024202417TRX1,Travaux,45212290,21972221200012,COMMUNE DE RIVIERE-SALEE (MAIRIE),43188905400026,ANTILLES REVETEMENTS SPORTIFS,1254413.36,2024-12-13,Procédure adaptée,7.0,3,972,972,2.0,2.0
219722212000122024202417TRX1,2024202417TRX1,Travaux,45212290,21972221200012,COMMUNE DE RIVIERE-SALEE (MAIRIE),37913468700035,COMPAGNIE ANTILLAISE DE ROUTES ET AUTOROUTES ET D'IMPORTATION DE BITUME MOTER,1254413.36,2024-12-13,Procédure adaptée,7.0,3,972,972,2.0,2.0
242504488001472024-INCLU16,2024-INCLU16,Travaux,45214200,24250448800147,COMMUNAUTE DE COMMUNES ALTITUDE 800,62668009400028,ENTREPRISE MOLIN,298927.48,2024-12-13,Procédure adaptée,12.0,3,25,39,27.0,27.0
243100518001702022M04,2022M04,Travaux,45210000,24310051800170,TOULOUSE METROPOLE,31506761100097,SAS CLAUDE LAUMOND (LAUMOND MENUISERIE),980473.19,2024-12-13,Appel d'offres ouvert,18.0,3,31,46,76.0,76.0
24740056700084202,202,Travaux,45212222,24740056700084,COMMUNAUTE DE COMMUNES FIER ET USSES,32662030900012,ENTREPRISE BOUVIER FRERES,27040.0,2024-12-13,Procédure adaptée,8.0,2,74,74,84.0,84.0
2474005670008420249,20249,Travaux,45212222,24740056700084,COMMUNAUTE DE COMMUNES FIER ET USSES,39137621700033,EPC (GROUPE EPC - LINEAME - ARTEAME - EL),15525.86,2024-12-13,Procédure adaptée,8.0,4,74,74,84.0,84.0
2474005670008420249,20249,Travaux,45212222,24740056700084,COMMUNAUTE DE COMMUNES FIER ET USSES,31232746300021,ENTREPRISE BALTHAZARD,118420.0,2024-12-13,Procédure adaptée,8.0,4,74,74,84.0,84.0
248900383000302024-04_L3,2024-04_L3,Travaux,45212200,24890038300030,COMMUNAUTE COMMUNES AGGLOME MIGENNOISE,30806630700031,SEBILLAUT S.A.R.L.,84430.0,2024-12-13,Procédure adaptée,4.0,1,89,89,27.0,27.0
25330347300057202409-01,202409-01,Travaux,45214200,25330347300057,SYNDICAT DEPARTEMENTAL ENERGIES ET ENVIRONNEMENT DE LA GIRONDE,30689637400320,ETANDEX,128866.56,2024-12-13,Appel d'offres ouvert,6.0,1,33,91,75.0,11.0
2541022050001320241-2,20241-2,Travaux,45212000,25410220500013,SYNDICAT MIXTE A VOCATION SPORTIVE ET EDUCATIVE DE LA REGION D'OUCQUES,30920419600013,LASNIER,485000.0,2024-12-13,Procédure adaptée,26.0,11,41,41,24.0,24.0
27490003400019202424,202424,Travaux,45211000,27490003400019,MELDOMYS (HABITAT 49),38109554600044,COIGNARD ANGERS LOIRE,97160.72,2024-12-13,Procédure adaptée,15.0,6,49,49,52.0,52.0
2749000340001920242403,20242403,Travaux,45211000,27490003400019,MELDOMYS (HABITAT 49),38109554600044,COIGNARD ANGERS LOIRE,97160.72,2024-12-13,Procédure adaptée,15.0,6,49,49,52.0,52.0
28890001200023202400,202400,Travaux,45216125,28890001200023,SCE DEPARTEMENTAL INCENDIE ET SECOURS,42279113700025,GEBAT CONSTRUCTIONS,133000.0,2024-12-13,Procédure adaptée,12.0,5,89,89,27.0,27.0
2889000120002320240010,20240010,Travaux,45216125,28890001200023,SCE DEPARTEMENTAL INCENDIE ET SECOURS,42279113700025,GEBAT CONSTRUCTIONS,133000.0,2024-12-13,Procédure adaptée,12.0,5,89,89,27.0,27.0
342119724000172024003,2024003,Travaux,45211000,34211972400017,L'OFFICE PUBLIC DE L'HABITAT DE LOIRE ATLANTIQUE,06520086700045,VERON DIET,7753.66,2024-12-13,Procédure adaptée,11.0,1,44,49,52.0,52.0
4565005370001824-1063142,24-1063142,Travaux,45213250,45650053700018,DALKIA,82286111800013,ENTREPRISE GENERALE TOURNIER,2362443.0,2024-12-13,Procédure avec négociation,40.0,4,59,71,32.0,27.0
52602061500062202322528,202322528,Travaux,45210000,52602061500062,ADTO-SAO (SAO),38512468000047,SARL BEAUVAISIS DECOR,821275.77,2024-12-13,Procédure adaptée,14.0,3,60,60,32.0,32.0
52602061500070202424,202424,Travaux,45210000,52602061500070,ADTO-SAO (SAO),40416412100059,EUROVIA PICARDIE,320033.5,2024-12-13,Procédure adaptée,10.0,4,60,60,32.0,32.0
582142816002942024P24T022C0000,2024P24T022C0000,Travaux,45210000,58214281600294,SEQENS SOCIETE ANONYME D'HABITATIONS A LOYER MODERE,84792240800012,SERPIB ENVIRONNEMENT,17300460.0,2024-12-13,Appel d'offres ouvert,36.0,3,92,77,11.0,11.0
582142816002942024P24T022C0000,2024P24T022C0000,Travaux,45210000,58214281600294,SEQENS SOCIETE ANONYME D'HABITATIONS A LOYER MODERE,63203028400061,DEMATHIEU & BARD BAT ILE DE FRANCE,17300460.0,2024-12-13,Appel d'offres ouvert,36.0,3,92,94,11.0,11.0
582142816002942024P24T022C0000,2024P24T022C0000,Travaux,45210000,58214281600294,SEQENS SOCIETE ANONYME D'HABITATIONS A LOYER MODERE,32192056300038,SOCIETE EUROPEENNE D'ETANCHEITE FLEISCHMAN,17300460.0,2024-12-13,Appel d'offres ouvert,36.0,3,92,78,11.0,11.0
60288033800044202320,202320,Travaux,45211350,60288033800044,SOC IMMOB & AMENAGEM BARSURAUBOIS & AUBE,38851259200014,ATELIER RECHERCHES TECHNOLOGIQUES EXPLOI,93525.54,2024-12-13,Procédure adaptée,19.0,3,10,52,44.0,44.0
690802053000232024TVX24LO,2024TVX24LO,Travaux,45211000,69080205300023,PROMOLOGIS-SA D HABITATION LOYER MODERE,50093123300026,EMBELLIE FACADES (SARL EMBELLIE FACADES),65236.85,2024-12-13,Procédure adaptée,16.0,2,31,82,76.0,76.0
690802053000232024TVX24LO,2024TVX24LO,Travaux,45211000,69080205300023,PROMOLOGIS-SA D HABITATION LOYER MODERE,33168893700019,BEGUE PHILIPPE,43530.0,2024-12-13,Procédure adaptée,16.0,3,31,31,76.0,76.0
690802053000232024TVX24LOT,2024TVX24LOT,Travaux,45211000,69080205300023,PROMOLOGIS-SA D HABITATION LOYER MODERE,89050885600014,SUD OUEST ENERGIES,40732.94,2024-12-13,Procédure adaptée,16.0,2,31,82,76.0,76.0
690802053000232024TVX24LOT,2024TVX24LOT,Travaux,45211000,69080205300023,PROMOLOGIS-SA D HABITATION LOYER MODERE,70080207700037,TOULOUSE CARRELAGES,48000.0,2024-12-13,Procédure adaptée,16.0,1,31,31,76.0,76.0
690802053000232024TVX24LOT5b,2024TVX24LOT5b,Travaux,45211000,69080205300023,PROMOLOGIS-SA D HABITATION LOYER MODERE,91295075500013,VERRE ALU 82,39500.0,2024-12-13,Procédure adaptée,16.0,1,31,82,76.0,76.0
690802053000232024TVX25LOT,2024TVX25LOT,Travaux,45211000,69080205300023,PROMOLOGIS-SA D HABITATION LOYER MODERE,53829335800023,JOIGNEAUX PAYSAGISTE,61092.11,2024-12-13,Appel d'offres ouvert,18.0,4,31,31,76.0,76.0
690802053000232024TVX25LOT2,2024TVX25LOT2,Travaux,45211000,69080205300023,PROMOLOGIS-SA D HABITATION LOYER MODERE,41074323100038,ENTREPRISE DE TRAVAUX PUBLICS DU MIDI,430823.7,2024-12-13,Appel d'offres ouvert,18.0,3,31,31,76.0,76.0
690802053000232024TVX26LOT,2024TVX26LOT,Travaux,45211000,69080205300023,PROMOLOGIS-SA D HABITATION LOYER MODERE,91528961500014,PROJ'CUISINES (ENJOY CUISINES),59675.0,2024-12-13,Procédure adaptée,19.0,2,31,26,76.0,84.0
759200751001302023280903,2023280903,Travaux,45210000,75920075100130,SEM DE CONSTRUCTION DU DPT DE L AIN (SOCIETE D'ECONOMIE MIXTE DU DEPARTEMENT DE L'AIN),50742502300011,BALLAND,411783.16,2024-12-13,Procédure adaptée,24.0,3,01,01,84.0,84.0
759200751001302023280903,2023280903,Travaux,45210000,75920075100130,SEM DE CONSTRUCTION DU DPT DE L AIN (SOCIETE D'ECONOMIE MIXTE DU DEPARTEMENT DE L'AIN),30322944700055,PIQUAND TP (M.C. RESEAU - SOTRAP),411783.16,2024-12-13,Procédure adaptée,24.0,3,01,39,84.0,27.0
759200751001302023280903N0,2023280903N0,Travaux,45210000,75920075100130,SEM DE CONSTRUCTION DU DPT DE L AIN (SOCIETE D'ECONOMIE MIXTE DU DEPARTEMENT DE L'AIN),44824353500029,D.D.T.S.L.,411783.16,2024-12-13,Procédure adaptée,24.0,3,01,01,84.0,84.0
